,key,3,10,5,auditReportDate
19181,2020.03.302020.03.30SB(2019.12)002990110111-0134877,금호산업,110111-0134877,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
600,2016.03.302016.03.30SB(2015.12)110111-0135627,디비저축은행,110111-0135627,(2015.12),2015년12월31일_2015년6월30일_2015년9월16일_2016년3월16일_
344,2016.03.302016.03.30SB(2015.12)008260110111-0137491,NI스틸,110111-0137491,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
4780,2017.03.312017.03.31SB(2016.12)008260110111-0137491,NI스틸,110111-0137491,(2016.12),2015년12월31일_2016년12월31일_2017년2월28일_
11045,2018.06.112018.04.02SB(2017.12)008260110111-0137491,NI스틸,110111-0137491,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
16160,2019.06.182019.04.01SB(2018.12)008260110111-0137491,NI스틸,110111-0137491,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
19047,2020.03.302020.03.30SB(2019.12)008260110111-0137491,NI스틸,110111-0137491,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
58,2016.03.252016.03.25SB(2015.12)008270110111-0137558,산은캐피탈,110111-0137558,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
4169,2017.03.242017.03.24SB(2016.12)008270110111-0137558,산은캐피탈,110111-0137558,(2016.12),2015년12월31일_2017년3월14일_2016년3월4일_2016년12월31일_
11484,2018.10.262018.03.30SB(2017.12)008270110111-0137558,산은캐피탈,110111-0137558,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
13984,2019.03.292019.03.29SB(2018.12)008270110111-0137558,산은캐피탈,110111-0137558,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
19686,2020.03.302020.03.30SB(2019.12)008270110111-0137558,산은캐피탈,110111-0137558,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_2019년3월21일_
530,2016.03.302016.03.30SB(2015.12)008340110111-0138168,대주코레스,110111-0138168,(2015.12),2015년12월31일_2016년03월19일_2014년12월31일_
4976,2017.03.312017.03.31SB(2016.12)008340110111-0138168,대주코레스,110111-0138168,(2016.12),2015년12월31일_2017년3월27일_2016년12월31일_
9060,2018.03.302018.03.30SB(2017.12)008340110111-0138168,대주코레스,110111-0138168,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
13879,2019.03.292019.03.29SB(2018.12)008340110111-0138168,대주코레스,110111-0138168,(2018.12),2018년12월31일_2019년3월27일_2017년12월31일_
19330,2020.03.302020.03.30SB(2019.12)008340110111-0138168,대주코레스,110111-0138168,(2019.12),2019년12월31일_2018년12월31일_2020년3월26일_
1135,2016.03.302016.03.30SB(2015.12)008370110111-0138382,원풍,110111-0138382,(2015.12),2015년12월31일_2016년03월21일_2014년12월31일_
5640,2017.03.312017.03.31SB(2016.12)008370110111-0138382,원풍,110111-0138382,(2016.12),2015년12월31일_2017년03월21일_2016년12월31일_
9425,2018.03.302018.03.30SB(2017.12)008370110111-0138382,원풍,110111-0138382,(2017.12),2018년03월14일_2016년12월31일_2017년12월31일_
14153,2019.03.292019.03.29SB(2018.12)008370110111-0138382,원풍,110111-0138382,(2018.12),2019년03월19일_2018년12월31일_2017년12월31일_
18828,2020.03.272020.03.27SB(2019.12)008370110111-0138382,원풍,110111-0138382,(2019.12),2019년12월31일_2018년12월31일_2020년03월12일_
490,2016.03.302016.03.30SB(2015.12)110111-0138572,대농,110111-0138572,(2015.12),2015년12월31일_2016년3월15일_2014년12월31일_
4939,2017.03.312017.03.31SB(2016.12)110111-0138572,대농,110111-0138572,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
9934,2018.04.022018.04.02SB(2017.12)110111-0138572,대농,110111-0138572,(2017.12),2018년3월22일_2016년12월31일_2017년12월31일_
14637,2019.04.012019.04.01SB(2018.12)110111-0138572,대농,110111-0138572,(2018.12),2018년12월31일_2019년3월27일_2017년12월31일_
19279,2020.03.302020.03.30SB(2019.12)110111-0138572,대농,110111-0138572,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2199,2016.05.162016.03.30SB(2015.12)030000110111-0139017,제일기획,110111-0139017,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
5797,2017.03.312017.03.31SB(2016.12)030000110111-0139017,제일기획,110111-0139017,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
11118,2018.06.152018.04.02SB(2017.12)030000110111-0139017,제일기획,110111-0139017,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
15489,2019.04.012019.04.01SB(2018.12)030000110111-0139017,제일기획,110111-0139017,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
20476,2020.03.302020.03.30SB(2019.12)030000110111-0139017,제일기획,110111-0139017,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
681,2016.03.302016.03.30SB(2015.12)008420110111-0139190,문배철강,110111-0139190,(2015.12),2015년12월31일_2016년3월2일_2014년12월31일_
5143,2017.03.312017.03.31SB(2016.12)008420110111-0139190,문배철강,110111-0139190,(2016.12),2015년12월31일_2016년12월31일_2017년2월28일_
11047,2018.06.112018.04.02SB(2017.12)008420110111-0139190,문배철강,110111-0139190,(2017.12),2018년3월14일_2017년2월28일_2016년12월31일_2017년12월31일_
16161,2019.06.182019.04.01SB(2018.12)008420110111-0139190,문배철강,110111-0139190,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19571,2020.03.302020.03.30SB(2019.12)008420110111-0139190,문배철강,110111-0139190,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
662,2016.03.302016.03.30SB(2015.12)008560110111-0141301,메리츠증권,110111-0141301,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
6334,2017.04.202017.03.31SB(2016.12)008560110111-0141301,메리츠증권,110111-0141301,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
8731,2018.03.162018.03.16SB(2017.12)008560110111-0141301,메리츠증권,110111-0141301,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
14840,2019.04.012019.04.01SB(2018.12)008560110111-0141301,메리츠증권,110111-0141301,(2018.12),2019년3월7일_2018년12월31일_2017년12월31일_
19545,2020.03.302020.03.30SB(2019.12)008560110111-0141301,메리츠증권,110111-0141301,(2019.12),2019년12월31일_2018년12월31일_2020년3월5일_
49,2016.03.242016.03.24SB(2015.12)008500110111-0141369,일정실업,110111-0141369,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
4606,2017.03.302017.03.30SB(2016.12)008500110111-0141369,일정실업,110111-0141369,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
9500,2018.03.302018.03.30SB(2017.12)008500110111-0141369,일정실업,110111-0141369,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
14209,2019.03.292019.03.29SB(2018.12)008500110111-0141369,일정실업,110111-0141369,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
18850,2020.03.272020.03.27SB(2019.12)008500110111-0141369,일정실업,110111-0141369,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
872,2016.03.302016.03.30SB(2015.12)110111-0141559,신대성전기,110111-0141559,(2015.12),2015년12월31일_2016년2월25일_2014년12월31일_
4135,2017.03.142017.03.14SB(2016.12)110111-0141559,신대성전기,110111-0141559,(2016.12),2015년12월31일_2016년12월31일_2016년2월25일_2017년2월28일_
104,2016.03.282016.03.28SB(2015.12)008670110111-0143448,신한금융투자,110111-0143448,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
16442,2019.11.082017.03.31SB(2016.12)008670110111-0143448,신한금융투자,110111-0143448,(2016.12),2015년12월31일_2016년12월31일_2017년2월16일_
16443,2019.11.082018.04.02SB(2017.12)008670110111-0143448,신한금융투자,110111-0143448,(2017.12),2016년12월31일_2018년03월12일_2017년12월31일_
16444,2019.11.082019.04.01SB(2018.12)008670110111-0143448,신한금융투자,110111-0143448,(2018.12),2019년03월14일_2018년12월31일_2019년3월14일_2017년12월31일_
19902,2020.03.302020.03.30SB(2019.12)008670110111-0143448,신한금융투자,110111-0143448,(2019.12),2020년3월20일_2019년12월31일_2018년12월31일_2018년1월1일_2020년03월20일_
2286,2016.05.192016.03.30SB(2015.12)110111-0144347,한양,110111-0144347,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
6145,2017.03.312017.03.31SB(2016.12)110111-0144347,한양,110111-0144347,(2016.12),2015년12월31일_2016년12월31일_2017년3월6일_
9706,2018.03.302018.03.30SB(2017.12)110111-0144347,한양,110111-0144347,(2017.12),2018년3월27일_2016년12월31일_2017년12월31일_2017년3월6일_
15786,2019.04.012019.04.01SB(2018.12)110111-0144347,한양,110111-0144347,(2018.12),2018년12월31일_2019년3월27일_2017년12월31일_
20932,2020.03.302020.03.30SB(2019.12)110111-0144347,한양,110111-0144347,(2019.12),2019년12월31일_2020년3월23일_
217,2016.03.292016.03.29SB(2015.12)008730110111-0145147,율촌화학,110111-0145147,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
4588,2017.03.302017.03.30SB(2016.12)008730110111-0145147,율촌화학,110111-0145147,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
10441,2018.04.022018.04.02SB(2017.12)008730110111-0145147,율촌화학,110111-0145147,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
15392,2019.04.012019.04.01SB(2018.12)008730110111-0145147,율촌화학,110111-0145147,(2018.12),2018년12월31일_2019년3월12일_
20333,2020.03.302020.03.30SB(2019.12)008730110111-0145147,율촌화학,110111-0145147,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
1668,2016.03.302016.03.30SB(2015.12)110111-0145410,호텔롯데,110111-0145410,(2015.12),2015년12월31일_2016년3월21일_2014년12월31일_
6221,2017.03.312017.03.31SB(2016.12)110111-0145410,호텔롯데,110111-0145410,(2016.12),2015년12월31일_2017년3월27일_2016년12월31일_
10767,2018.04.022018.04.02SB(2017.12)110111-0145410,호텔롯데,110111-0145410,(2017.12),2016년12월31일_2018년3월28일_2017년12월31일_
15851,2019.04.012019.04.01SB(2018.12)110111-0145410,호텔롯데,110111-0145410,(2018.12),2018년12월31일_2019년3월27일_2018년3월28일_2017년12월31일_
21018,2020.03.302020.03.30SB(2019.12)110111-0145410,호텔롯데,110111-0145410,(2019.12),2019년12월31일_2018년12월31일_2020년3월27일_
2244,2016.05.162016.03.30SB(2015.12)008770110111-0145519,호텔신라,110111-0145519,(2015.12),2015년12월31일_2016년2월21일_2014년12월31일_
6222,2017.03.312017.03.31SB(2016.12)008770110111-0145519,호텔신라,110111-0145519,(2016.12),2015년12월31일_2016년2월21일_2017년02월27일_2016년12월31일_2017년2월27일_
10768,2018.04.022018.04.02SB(2017.12)008770110111-0145519,호텔신라,110111-0145519,(2017.12),2018년3월2일_2016년12월31일_2017년12월31일_
15852,2019.04.012019.04.01SB(2018.12)008770110111-0145519,호텔신라,110111-0145519,(2018.12),2018년12월31일_2017년12월31일_2019년3월4일_
21019,2020.03.302020.03.30SB(2019.12)008770110111-0145519,호텔신라,110111-0145519,(2019.12),2019년12월31일_2018년12월31일_2020년3월4일_
833,2016.03.302016.03.30SB(2015.12)043260110111-0145860,성호전자,110111-0145860,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5296,2017.03.312017.03.31SB(2016.12)043260110111-0145860,성호전자,110111-0145860,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
11073,2018.06.122018.04.02SB(2017.12)043260110111-0145860,성호전자,110111-0145860,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
15009,2019.04.012019.04.01SB(2018.12)043260110111-0145860,성호전자,110111-0145860,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
19802,2020.03.302020.03.30SB(2019.12)043260110111-0145860,성호전자,110111-0145860,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
1349,2016.03.302016.03.30SB(2015.12)009070110111-0149446,케이씨티시,110111-0149446,(2015.12),2016년2월24일_2015년12월31일_2016년3월21일_2016년3월17일_2016년3월24일_2014년12월31일_
5881,2017.03.312017.03.31SB(2016.12)009070110111-0149446,케이씨티시,110111-0149446,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
10857,2018.04.102018.04.02SB(2017.12)009070110111-0149446,케이씨티시,110111-0149446,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15559,2019.04.012019.04.01SB(2018.12)009070110111-0149446,케이씨티시,110111-0149446,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20575,2020.03.302020.03.30SB(2019.12)009070110111-0149446,케이씨티시,110111-0149446,(2019.12),2019년12월31일_2020년3월12일_
86,2016.03.282016.03.28SB(2015.12)009140110111-0150229,경인전자,110111-0150229,(2015.12),2015년12월31일_2016년2월29일_2014년12월31일_
4362,2017.03.302017.03.30SB(2016.12)009140110111-0150229,경인전자,110111-0150229,(2016.12),2015년12월31일_2017년2월27일_2016년12월31일_
8826,2018.03.292018.03.29SB(2017.12)009140110111-0150229,경인전자,110111-0150229,(2017.12),2018년2월21일_2016년12월31일_2017년12월31일_
13710,2019.03.282019.03.28SB(2018.12)009140110111-0150229,경인전자,110111-0150229,(2018.12),2018년12월31일_2017년12월31일_2019년2월14일_
18696,2020.03.272020.03.27SB(2019.12)009140110111-0150229,경인전자,110111-0150229,(2019.12),2019년12월31일_2020년2월24일_2018년12월31일_
1597,2016.03.302016.03.30SB(2015.12)009180110111-0150659,한솔로지스틱스,110111-0150659,(2015.12),2015년12월31일_2016년3월16일_2014년12월31일_
6136,2017.03.312017.03.31SB(2016.12)009180110111-0150659,한솔로지스틱스,110111-0150659,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11122,2018.06.152018.03.30SB(2017.12)009180110111-0150659,한솔로지스틱스,110111-0150659,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
15781,2019.04.012019.04.01SB(2018.12)009180110111-0150659,한솔로지스틱스,110111-0150659,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
20923,2020.03.302020.03.30SB(2019.12)009180110111-0150659,한솔로지스틱스,110111-0150659,(2019.12),2019년12월31일_2020년3월11일_
495,2016.03.302016.03.30SB(2015.12)048470110111-0150691,대동스틸,110111-0150691,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
4944,2017.03.312017.03.31SB(2016.12)048470110111-0150691,대동스틸,110111-0150691,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
9939,2018.04.022018.04.02SB(2017.12)048470110111-0150691,대동스틸,110111-0150691,(2017.12),2016년12월31일_2017년12월31일_2018년3월9일_
14642,2019.04.012019.04.01SB(2018.12)048470110111-0150691,대동스틸,110111-0150691,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
19284,2020.03.302020.03.30SB(2019.12)048470110111-0150691,대동스틸,110111-0150691,(2019.12),2019년12월31일_2020년3월16일_2018년12월31일_
135,2016.03.292016.03.29SB(2015.12)009290110111-0152134,광동제약,110111-0152134,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
4365,2017.03.302017.03.30SB(2016.12)009290110111-0152134,광동제약,110111-0152134,(2016.12),2015년12월31일_2016년12월31일_2017년3월6일_
8997,2018.03.302018.03.30SB(2017.12)009290110111-0152134,광동제약,110111-0152134,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
13828,2019.03.292019.03.29SB(2018.12)009290110111-0152134,광동제약,110111-0152134,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
19147,2020.03.302020.03.30SB(2019.12)009290110111-0152134,광동제약,110111-0152134,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
11454,2018.10.052011.03.31SB(2010.12)005420110111-0152738,코스모화학,110111-0152738,(2010.12),2010년12월31일_2009년12월31일_2011년2월16일_2011년02월16일_
11456,2018.10.052012.03.29SB(2011.12)005420110111-0152738,코스모화학,110111-0152738,(2011.12),2011년12월31일_2012년2월4일_2012년02월04일_2010년12월31일_
11452,2018.10.052013.03.29SB(2012.12)005420110111-0152738,코스모화학,110111-0152738,(2012.12),2011년12월31일_2012년12월31일_2013년02월15일_2013년2월15일_
11389,2018.08.292014.03.28SB(2013.12)005420110111-0152738,코스모화학,110111-0152738,(2013.12),2012년12월31일_2014년2월14일_2013년12월31일_2013년2월15일_
11392,2018.08.292015.03.31SB(2014.12)005420110111-0152738,코스모화학,110111-0152738,(2014.12),2013년12월31일_2014년12월31일_2015년3월11일_
11395,2018.08.292016.03.30SB(2015.12)005420110111-0152738,코스모화학,110111-0152738,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
10986,2018.05.252017.03.31SB(2016.12)005420110111-0152738,코스모화학,110111-0152738,(2016.12),2015년12월31일_2017년03월16일_2016년12월31일_2016년3월16일_
10988,2018.05.252018.03.30SB(2017.12)005420110111-0152738,코스모화학,110111-0152738,(2017.12),2017년10월31일_2016년12월31일_2018년03월15일_2017년12월31일_
15591,2019.04.012019.04.01SB(2018.12)005420110111-0152738,코스모화학,110111-0152738,(2018.12),2019년03월14일_2018년12월31일_
20623,2020.03.302020.03.30SB(2019.12)005420110111-0152738,코스모화학,110111-0152738,(2019.12),2019년12월31일_2018년12월31일_2020년03월15일_
888,2016.03.302016.03.30SB(2015.12)009270110111-0152770,신원,110111-0152770,(2015.12),2015년12월31일_2016년3월11일_2016년2월10일_2014년12월31일_
5367,2017.03.312017.03.31SB(2016.12)009270110111-0152770,신원,110111-0152770,(2016.12),2015년12월31일_2016년12월31일_2017년3월21일_
10819,2018.04.042018.03.30SB(2017.12)009270110111-0152770,신원,110111-0152770,(2017.12),2017년12월31일_2016년12월31일_2018년3월20일_
14039,2019.03.292019.03.29SB(2018.12)009270110111-0152770,신원,110111-0152770,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
18782,2020.03.272020.03.27SB(2019.12)009270110111-0152770,신원,110111-0152770,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
484,2016.03.302016.03.30SB(2015.12)009280110111-0153033,다함이텍,110111-0153033,(2015.12),2015년12월31일_2015년3월22일_2016년3월22일_2014년12월31일_
4935,2017.03.312017.03.31SB(2016.12)009280110111-0153033,다함이텍,110111-0153033,(2016.12),2015년12월31일_2016년12월31일_2017년03월22일_
9042,2018.03.302018.03.30SB(2017.12)009280110111-0153033,다함이텍,110111-0153033,(2017.12),2017년12월31일_2016년12월31일_2018년03월22일_
14634,2019.04.012019.03.29SB(2018.12)009280110111-0153033,다함이텍,110111-0153033,(2018.12),2018년12월31일_2019년03월20일_2017년12월31일_
18711,2020.03.272020.03.27SB(2019.12)009280110111-0153033,다함이텍,110111-0153033,(2019.12),2019년12월31일_2018년12월31일_2020년03월20일_
1237,2016.03.302016.03.30SB(2015.12)007110110111-0153273,일신석재,110111-0153273,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
5756,2017.03.312017.03.31SB(2016.12)007110110111-0153273,일신석재,110111-0153273,(2016.12),2015년12월31일_2016년12월31일_2017년3월22일_
9498,2018.03.302018.03.30SB(2017.12)007110110111-0153273,일신석재,110111-0153273,(2017.12),2018년3월22일_2016년12월31일_2017년3월22일_2017년12월31일_
15453,2019.04.012019.04.01SB(2018.12)007110110111-0153273,일신석재,110111-0153273,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
20419,2020.03.302020.03.30SB(2019.12)007110110111-0153273,일신석재,110111-0153273,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
346,2016.03.302016.03.30SB(2015.12)024940110111-0155378,PN풍년,110111-0155378,(2015.12),2015년12월31일_2016년3월17일_2016년03월17일_2014년12월31일_
4782,2017.03.312017.03.31SB(2016.12)024940110111-0155378,PN풍년,110111-0155378,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_2017년03월10일_
8967,2018.03.302018.03.30SB(2017.12)024940110111-0155378,PN풍년,110111-0155378,(2017.12),2016년12월31일_2018년3월12일_2018년03월12일_2017년12월31일_
14481,2019.04.012019.04.01SB(2018.12)024940110111-0155378,PN풍년,110111-0155378,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19052,2020.03.302020.03.30SB(2019.12)024940110111-0155378,PN풍년,110111-0155378,(2019.12),2019년12월31일_2018년12월31일_2020년3월14일_
2320,2016.05.252016.03.30SB(2015.12)009410110111-0155451,태영건설,110111-0155451,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5955,2017.03.312017.03.31SB(2016.12)009410110111-0155451,태영건설,110111-0155451,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11081,2018.06.122018.04.02SB(2017.12)009410110111-0155451,태영건설,110111-0155451,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15630,2019.04.012019.04.01SB(2018.12)009410110111-0155451,태영건설,110111-0155451,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20688,2020.03.302020.03.30SB(2019.12)009410110111-0155451,태영건설,110111-0155451,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
1826,2016.05.102016.03.30SB(2015.12)009440110111-0155683,KC그린홀딩스,110111-0155683,(2015.12),2015년12월31일_2016년03월16일_2014년12월31일_
4339,2017.03.302017.03.30SB(2016.12)009440110111-0155683,KC그린홀딩스,110111-0155683,(2016.12),2015년12월31일_2017년03월15일_2016년12월31일_
9789,2018.04.022018.04.02SA(2017.12)009440110111-0155683,KC그린홀딩스,110111-0155683,(2017.12),2016년12월31일_2018년03월12일_2017년12월31일_
14442,2019.04.012019.04.01SA(2018.12)009440110111-0155683,KC그린홀딩스,110111-0155683,(2018.12),2018년12월31일_2019년03월20일_2017년12월31일_
19000,2020.03.302020.03.30SB(2019.12)009440110111-0155683,KC그린홀딩스,110111-0155683,(2019.12),2019년12월31일_2018년12월31일_2020년03월19일_
21443,2020.07.242014.03.31SB(2013.12)009680110111-0161317,모토닉,110111-0161317,(2013.12),2012년12월31일_2014년03월13일_2013년12월31일_
21445,2020.07.242015.03.31SB(2014.12)009680110111-0161317,모토닉,110111-0161317,(2014.12),2015년3월12일_2013년12월31일_2014년12월31일_
21447,2020.07.242016.03.30SB(2015.12)009680110111-0161317,모토닉,110111-0161317,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
21449,2020.07.242017.03.31SB(2016.12)009680110111-0161317,모토닉,110111-0161317,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
21451,2020.07.242018.04.02SB(2017.12)009680110111-0161317,모토닉,110111-0161317,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
14855,2019.04.012019.04.01SB(2018.12)009680110111-0161317,모토닉,110111-0161317,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19565,2020.03.302020.03.30SB(2019.12)009680110111-0161317,모토닉,110111-0161317,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2211,2016.05.162016.03.30SB(2015.12)009730110111-0162191,코센,110111-0162191,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
5915,2017.03.312017.03.31SB(2016.12)009730110111-0162191,코센,110111-0162191,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
9572,2018.03.302018.03.30SB(2017.12)009730110111-0162191,코센,110111-0162191,(2017.12),2017년3월20일_2016년12월31일_2017년12월31일_2018년3월9일_
14267,2019.03.292019.03.29SB(2018.12)009730110111-0162191,코센,110111-0162191,(2018.12),2018년3월26일_2018년12월31일_2017년12월31일_
21198,2020.04.092020.04.09SB(2019.12)009730110111-0162191,코센,110111-0162191,(2019.12),2019년12월31일_2020년4월9일_2018년12월31일_
497,2016.03.302016.03.30SB(2015.12)001880110111-0163115,대림건설,110111-0163115,(2015.12),2016년3월14일_2009년5월20일_2015년12월31일_2012년11월19일_2014년11월5일_2012년12월31일_2016년12월31일_2009년1월29일_2014년12월31일_
4946,2017.03.312017.03.31SB(2016.12)001880110111-0163115,대림건설,110111-0163115,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9046,2018.03.302018.03.30SB(2017.12)001880110111-0163115,대림건설,110111-0163115,(2017.12),2018년3월14일_2017년3월16일_2016년12월31일_2017년12월31일_
13869,2019.03.292019.03.29SB(2018.12)001880110111-0163115,대림건설,110111-0163115,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
18641,2020.03.262020.03.26SB(2019.12)001880110111-0163115,대림건설,110111-0163115,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
2335,2016.05.302016.03.30SB(2015.12)025860110111-0164717,남해화학,110111-0164717,(2015.12),2015년12월31일_2012년7월13일_2016년3월21일_2014년12월31일_
4891,2017.03.312017.03.31SB(2016.12)025860110111-0164717,남해화학,110111-0164717,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_2016년3월21일_
9901,2018.04.022018.04.02SB(2017.12)025860110111-0164717,남해화학,110111-0164717,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
14592,2019.04.012019.04.01SB(2018.12)025860110111-0164717,남해화학,110111-0164717,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19210,2020.03.302020.03.30SB(2019.12)025860110111-0164717,남해화학,110111-0164717,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
524,2016.03.302016.03.30SB(2015.12)024890110111-0165393,대원화성,110111-0165393,(2015.12),2015년12월31일_2016년03월15일_2014년12월31일_
4971,2017.03.312017.03.31SB(2016.12)024890110111-0165393,대원화성,110111-0165393,(2016.12),2015년12월31일_2017년03월16일_2016년12월31일_
9961,2018.04.022018.04.02SB(2017.12)024890110111-0165393,대원화성,110111-0165393,(2017.12),2016년12월31일_2018년03월15일_2017년12월31일_
14673,2019.04.012019.04.01SB(2018.12)024890110111-0165393,대원화성,110111-0165393,(2018.12),2018년12월31일_2018년3월15일_2019년03월14일_2019년3월14일_2017년12월31일_
19322,2020.03.302020.03.30SB(2019.12)024890110111-0165393,대원화성,110111-0165393,(2019.12),2019년12월31일_2018년12월31일_2020년03월19일_2020년3월19일_
1078,2016.03.302016.03.30SB(2015.12)009970110111-0165830,영원무역홀딩스,110111-0165830,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
5571,2017.03.312017.03.31SB(2016.12)009970110111-0165830,영원무역홀딩스,110111-0165830,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
10366,2018.04.022018.04.02SB(2017.12)009970110111-0165830,영원무역홀딩스,110111-0165830,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
15288,2019.04.012019.04.01SB(2018.12)009970110111-0165830,영원무역홀딩스,110111-0165830,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20177,2020.03.302020.03.30SB(2019.12)009970110111-0165830,영원무역홀딩스,110111-0165830,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
1897,2016.05.112016.03.28SB(2015.12)033290110111-0166127,코웰패션,110111-0166127,(2015.12),2015년12월31일_2016년3월17일_2015년4월1일_2014년12월31일_
4229,2017.03.282017.03.28SB(2016.12)033290110111-0166127,코웰패션,110111-0166127,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
10590,2018.04.022018.04.02SB(2017.12)033290110111-0166127,코웰패션,110111-0166127,(2017.12),2018년3월18일_2016년12월31일_2017년3월15일_2017년12월31일_
15600,2019.04.012019.04.01SB(2018.12)033290110111-0166127,코웰패션,110111-0166127,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20633,2020.03.302020.03.30SB(2019.12)033290110111-0166127,코웰패션,110111-0166127,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
324,2016.03.302016.03.30SB(2015.12)025000110111-0166903,KPX케미칼,110111-0166903,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
4758,2017.03.312017.03.31SB(2016.12)025000110111-0166903,KPX케미칼,110111-0166903,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
